time_stamp,sensor_index,humidity_a,humidity_b,temperature_a,temperature_b,pressure_a,pressure_b,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm_a,pm2.5_atm_b,pm10.0_atm_a,pm10.0_atm_b
1717664400,175257,57.933,57.933,80.633,80.633,982.785,982.785,12.091,11.643,14.183,14.087,15.218,15.14
1717812000,175257,33.434,33.434,81.434,81.434,988.599,988.599,2.675,2.2,3.814,3.152,5.572,4.601
1717826400,175257,43.2,43.2,74.934,74.934,989.523,989.523,4.668,4.981,6.441,6.528,8.139,8.398
1717833600,175257,48.4,48.4,71.7,71.7,989.659,989.659,6.13,6.478,8.241,8.312,10.316,10.113
1717862400,175257,36.567,36.567,83.1,83.1,990.701,990.701,1.409,0.909,1.945,1.332,2.726,2.042
1718121600,175257,27.034,27.034,84.733,84.733,993.615,993.615,4.664,4.131,6.143,5.594,7.669,6.815
1718416800,175257,39.834,39.834,87.633,87.633,992.476,992.476,6.692,6.655,7.517,7.239,8.301,7.748
1718456400,175257,28.0,28.0,82.167,82.167,998.112,998.112,0.786,0.148,1.058,0.463,1.308,0.673
1718452800,175257,34.367,34.367,76.867,76.867,997.899,997.899,1.57,0.899,2.031,1.284,2.388,1.663
1718330400,175257,37.633,37.633,88.267,88.267,991.025,991.025,6.046,5.895,7.361,7.043,8.693,8.11
1718373600,175257,43.867,43.867,88.534,88.534,991.404,991.404,9.162,9.596,10.658,11.024,11.848,12.026
1718391600,175257,38.133,38.133,97.1,97.1,990.726,990.726,11.51,11.826,12.526,12.717,13.201,13.286
1718215200,175257,20.134,20.134,95.067,95.067,993.728,993.728,3.228,2.926,3.839,3.552,4.397,4.056
1718186400,175257,52.5,52.5,67.833,67.833,994.832,994.832,9.878,10.176,12.757,12.843,14.621,14.626
1718157600,175257,36.7,36.7,78.666,78.666,993.027,993.027,7.085,6.614,9.101,8.39,10.483,9.873
1718204400,175257,23.867,23.867,90.3,90.3,995.089,995.089,2.784,2.433,3.429,3.081,3.948,3.492
1718168400,175257,45.334,45.334,72.5,72.5,993.514,993.514,10.793,11.188,14.002,14.101,15.962,15.883
1718164800,175257,41.667,41.667,74.966,74.966,993.413,993.413,8.333,8.751,10.85,10.979,12.445,12.357
1718308800,175257,22.233,22.233,100.1,100.1,991.241,991.241,1.935,2.64,2.308,2.946,2.697,3.205
1718244000,175257,34.267,34.267,83.133,83.133,992.721,992.721,5.77,5.359,7.542,7.042,8.886,8.488
1717765200,175257,29.9,29.9,81.967,81.967,988.056,988.056,0.006,0.0,0.026,0.004,0.395,0.036
1717902000,175257,41.3,41.3,83.6,83.6,986.979,986.979,2.804,2.525,3.619,3.297,4.603,4.169
1717988400,175257,34.8,34.8,79.0,79.0,987.303,987.303,4.659,4.826,6.077,6.047,7.235,7.041
1717999200,175257,41.033,41.033,76.633,76.633,986.624,986.624,2.635,2.803,3.348,3.329,3.929,3.914
1718046000,175257,33.733,33.733,79.567,79.567,989.84,989.84,1.026,0.528,1.39,0.889,1.638,1.232
1717675200,175257,55.733,55.733,81.334,81.334,984.206,984.206,9.631,8.852,11.019,10.554,11.897,11.25
1717660800,175257,58.1,58.1,81.833,81.833,982.675,982.675,10.841,9.959,12.552,12.008,13.628,12.995
1717693200,175257,32.934,32.934,93.6,93.6,983.111,983.111,0.745,0.143,0.939,0.329,1.417,0.78
1717689600,175257,34.5,34.5,92.7,92.7,983.503,983.503,1.147,0.482,1.414,0.775,1.794,1.143
1717642800,175257,56.567,56.567,85.367,85.367,982.654,982.654,10.1,9.435,11.664,11.175,12.611,12.179
1717869600,175257,40.433,40.433,85.0,85.0,989.788,989.788,2.009,1.482,2.765,2.068,3.796,3.079
1718092800,175257,52.667,52.667,65.9,65.9,992.753,992.753,5.914,5.848,7.355,7.169,8.274,7.801
1718107200,175257,45.4,45.4,68.8,68.8,994.24,994.24,5.646,5.444,7.381,7.126,8.309,8.148
1718132400,175257,23.034,23.034,88.533,88.533,992.58,992.58,4.029,3.431,5.021,4.421,5.795,5.088
1718424000,175257,32.733,32.733,85.267,85.267,993.519,993.519,2.864,2.517,3.297,2.92,3.757,3.404
1718470800,175257,18.434,18.434,94.1,94.1,997.336,997.336,0.162,0.006,0.386,0.051,0.702,0.289
1718481600,175257,18.566,18.566,96.133,96.133,996.167,996.167,0.651,0.071,0.795,0.141,1.005,0.292
1718362800,175257,58.4,58.4,79.733,79.733,991.187,991.187,10.755,10.505,12.316,12.143,13.458,12.886
1718395200,175257,37.067,37.067,97.566,97.566,990.35,990.35,9.815,10.462,10.69,11.143,11.273,11.687
1718370000,175257,55.5,55.5,83.167,83.167,991.736,991.736,10.13,9.957,11.617,11.562,12.625,12.545
1718150400,175257,29.366,29.366,82.267,82.267,992.428,992.428,3.147,2.545,3.947,3.296,4.524,3.776
1718287200,175257,30.534,30.534,91.8,91.8,993.775,993.775,4.796,4.708,5.651,5.601,6.408,6.366
1718319600,175257,26.0,26.0,96.7,96.7,990.921,990.921,3.289,3.741,3.727,4.07,4.073,4.338
1717956000,175257,25.6,25.6,90.2,90.2,988.188,988.188,0.076,0.0,0.215,0.0,0.466,0.044
1717945200,175257,34.034,34.034,85.067,85.067,989.428,989.428,0.137,0.0,0.307,0.002,0.548,0.058
1717923600,175257,49.533,49.533,80.034,80.034,987.015,987.015,4.528,4.856,5.383,5.631,6.258,6.449
1717952400,175257,28.1,28.1,89.067,89.067,988.991,988.991,0.211,0.0,0.365,0.015,0.5,0.093
1718053200,175257,34.567,34.567,78.3,78.3,990.085,990.085,1.141,0.296,1.434,0.547,1.684,0.859
1718031600,175257,34.2,34.2,81.867,81.867,988.757,988.757,1.124,0.588,1.296,0.752,1.619,0.988
1717639200,175257,56.833,56.833,86.333,86.333,982.207,982.207,10.887,10.355,12.477,12.178,13.636,13.283
1717650000,175257,57.1,57.1,84.0,84.0,982.939,982.939,10.11,9.542,11.549,11.38,12.594,12.284
1717653600,175257,57.633,57.633,83.633,83.633,983.048,983.048,10.435,9.66,11.927,11.506,12.834,12.259
1717844400,175257,50.5,50.5,71.6,71.6,991.36,991.36,5.969,6.684,8.107,8.437,10.248,10.383
1717815600,175257,35.6,35.6,79.767,79.767,989.043,989.043,2.53,2.059,3.633,3.014,5.324,4.487
1717819200,175257,36.3,36.3,78.967,78.967,989.051,989.051,4.724,4.369,6.459,5.998,8.462,7.803
1718136000,175257,22.267,22.267,88.933,88.933,992.165,992.165,3.554,3.061,4.451,3.932,5.114,4.725
1718420400,175257,33.3,33.3,86.567,86.567,993.172,993.172,3.668,3.604,4.144,4.111,4.623,4.573
1718413200,175257,39.466,39.466,89.466,89.466,991.501,991.501,4.747,4.925,5.373,5.514,6.168,6.082
1718377200,175257,41.666,41.666,90.7,90.7,991.335,991.335,9.172,9.285,10.623,10.584,11.931,11.66
1718161200,175257,39.667,39.667,76.267,76.267,993.337,993.337,7.408,7.617,9.674,9.587,10.976,11.05
1718218800,175257,19.433,19.433,95.133,95.133,993.341,993.341,2.993,2.604,3.657,3.172,4.244,3.708
1718182800,175257,51.867,51.867,67.934,67.934,994.378,994.378,9.971,9.889,12.84,12.443,14.745,14.1
1718229600,175257,21.434,21.434,95.4,95.4,992.236,992.236,2.719,2.272,3.268,2.785,3.716,3.168
1718222400,175257,19.566,19.566,95.533,95.533,992.908,992.908,3.127,2.781,3.752,3.413,4.231,4.046
1718254800,175257,43.3,43.3,77.4,77.4,992.692,992.692,9.317,9.931,11.892,12.261,13.642,14.129
1718247600,175257,37.867,37.867,80.666,80.666,992.8,992.8,9.063,9.096,11.758,11.328,13.625,13.14
1718283600,175257,36.0,36.0,86.2,86.2,993.602,993.602,5.962,5.947,7.229,7.092,8.276,8.105
1718262000,175257,47.2,47.2,74.933,74.933,992.572,992.572,8.332,8.735,10.545,10.793,12.172,12.403
1718258400,175257,45.4,45.4,76.066,76.066,992.821,992.821,9.056,9.636,11.264,11.78,13.049,13.32
1717790400,175257,22.767,22.767,91.833,91.833,987.822,987.822,0.362,0.006,0.631,0.082,1.427,0.681
1717794000,175257,24.166,24.166,91.334,91.334,987.691,987.691,0.219,0.0,0.606,0.086,1.972,1.075
1717912800,175257,46.567,46.567,81.733,81.733,986.006,986.006,3.339,3.098,4.267,3.774,5.239,4.752
1717959600,175257,23.867,23.867,90.733,90.733,987.738,987.738,0.108,0.0,0.255,0.011,0.492,0.132
1717974000,175257,24.733,24.733,88.3,88.3,987.224,987.224,1.524,1.105,1.998,1.405,2.539,1.86
1717671600,175257,57.9,57.9,80.566,80.566,983.856,983.856,11.163,10.722,12.817,13.037,13.721,13.936
1717686000,175257,36.467,36.467,91.933,91.933,983.777,983.777,1.554,0.983,1.819,1.321,2.289,1.707
1717707600,175257,27.7,27.7,94.133,94.133,982.001,982.001,0.079,0.0,0.25,0.007,0.828,0.258
1717700400,175257,34.534,34.534,90.767,90.767,982.354,982.354,1.153,0.702,1.647,1.116,2.255,1.595
1717678800,175257,48.0,48.0,85.9,85.9,984.329,984.329,4.269,3.829,4.936,4.562,5.525,4.979
1717873200,175257,36.966,36.966,87.666,87.666,989.363,989.363,2.388,2.151,3.555,3.204,6.014,5.426
1717822800,175257,39.433,39.433,76.834,76.834,989.169,989.169,3.552,3.65,4.989,4.907,6.834,6.381
1718143200,175257,22.1,22.1,88.833,88.833,991.586,991.586,3.005,2.3,3.674,2.97,4.197,3.396
1718110800,175257,40.4,40.4,74.2,74.2,994.144,994.144,6.716,6.473,8.82,8.698,10.149,9.995
1718442000,175257,41.967,41.967,76.867,76.867,995.668,995.668,3.387,2.795,3.924,3.337,4.373,3.894
1718326800,175257,34.334,34.334,90.033,90.033,990.939,990.939,4.841,4.729,5.848,5.594,6.898,6.471
1718366400,175257,57.233,57.233,81.3,81.3,991.53,991.53,11.008,10.851,12.601,12.693,13.66,13.75
1718406000,175257,35.9,35.9,94.3,94.3,990.395,990.395,5.549,5.623,6.114,6.079,6.749,6.537
1718323200,175257,29.0,29.0,93.166,93.166,990.602,990.602,3.631,3.612,4.207,4.1,4.652,4.482
1718175600,175257,49.433,49.433,69.633,69.633,993.813,993.813,9.56,9.687,12.347,12.296,14.054,14.253
1718269200,175257,50.433,50.433,73.5,73.5,992.762,992.762,8.43,8.815,10.656,10.84,12.547,12.321
1717761600,175257,36.467,36.467,77.6,77.6,987.612,987.612,0.054,0.103,0.364,0.303,1.114,0.987
1717758000,175257,41.4,41.4,74.9,74.9,986.997,986.997,0.446,0.493,0.959,0.978,2.151,1.927
1717783200,175257,21.633,21.633,91.567,91.567,988.354,988.354,0.15,0.0,0.378,0.009,0.746,0.256
1717898400,175257,38.9,38.9,84.8,84.8,986.951,986.951,2.5,2.163,3.21,2.845,4.051,3.826
1717905600,175257,43.967,43.967,82.767,82.767,987.005,987.005,3.077,2.753,4.024,3.475,5.049,4.343
1717941600,175257,36.9,36.9,82.1,82.1,989.681,989.681,0.269,0.02,0.432,0.06,0.621,0.148
1717920000,175257,49.8,49.8,80.867,80.867,986.399,986.399,4.389,4.676,5.389,5.543,6.673,6.479
1718010000,175257,46.867,46.867,72.5,72.5,986.871,986.871,2.659,2.896,3.204,3.468,3.89,4.005
1718024400,175257,38.6,38.6,78.166,78.166,988.447,988.447,1.75,1.49,2.097,1.809,2.482,2.183
1718006400,175257,46.834,46.834,73.967,73.967,986.587,986.587,2.692,2.982,3.258,3.492,3.726,4.046
1717995600,175257,37.6,37.6,77.233,77.233,986.809,986.809,2.757,2.891,3.438,3.569,4.089,4.191
1718013600,175257,46.933,46.933,71.1,71.1,987.439,987.439,2.837,2.922,3.494,3.514,4.243,4.12
1717880400,175257,38.633,38.633,87.5,87.5,988.511,988.511,1.55,0.949,2.002,1.379,2.787,1.989
1717840800,175257,51.367,51.367,70.0,70.0,990.887,990.887,5.952,6.549,8.067,8.341,10.254,10.32
1717866000,175257,39.367,39.367,84.066,84.066,990.192,990.192,1.671,1.163,2.23,1.65,3.117,2.396
1717808400,175257,31.8,31.8,83.7,83.7,988.076,988.076,1.186,0.59,1.929,1.242,3.601,2.417
1718139600,175257,21.966,21.966,89.033,89.033,991.811,991.811,3.194,2.747,3.96,3.426,4.496,3.917
1718064000,175257,38.433,38.433,75.233,75.233,990.686,990.686,0.924,0.749,1.146,0.957,1.396,1.204
1718085600,175257,51.867,51.867,67.666,67.666,992.413,992.413,6.159,6.206,7.866,7.632,9.05,8.733
1718067600,175257,42.0,42.0,72.633,72.633,990.965,990.965,1.095,0.946,1.411,1.258,1.732,1.537
1718478000,175257,18.166,18.166,96.1,96.1,996.55,996.55,0.397,0.004,0.551,0.025,0.647,0.145
1718438400,175257,39.9,39.9,79.433,79.433,995.122,995.122,3.468,3.172,3.972,3.654,4.608,4.188
1718344800,175257,46.7,46.7,83.1,83.1,992.266,992.266,5.88,5.846,6.824,6.739,7.647,7.425
1718179200,175257,50.633,50.633,68.767,68.767,994.061,994.061,9.915,10.111,13.038,12.79,15.425,14.496
1718190000,175257,50.534,50.534,70.333,70.333,995.321,995.321,10.518,10.887,13.453,13.695,15.306,15.697
1718236800,175257,27.733,27.733,87.933,87.933,992.439,992.439,2.43,1.873,3.104,2.498,3.606,2.938
1718265600,175257,49.233,49.233,73.867,73.867,992.486,992.486,8.042,8.525,10.14,10.485,11.631,11.838
1718316000,175257,24.267,24.267,100.233,100.233,990.175,990.175,2.638,3.567,3.082,3.805,3.473,4.033
1718380800,175257,39.7,39.7,92.6,92.6,991.329,991.329,9.737,9.832,10.916,10.896,11.819,11.648
1717801200,175257,23.733,23.733,89.6,89.6,987.802,987.802,0.159,0.005,0.637,0.062,2.05,0.958
1717747200,175257,39.4,39.4,75.967,75.967,985.402,985.402,0.241,0.27,0.739,0.582,1.698,1.346
1717740000,175257,38.367,38.367,77.867,77.867,985.245,985.245,0.156,0.152,0.611,0.458,1.506,1.256
1717938000,175257,41.8,41.8,79.233,79.233,990.124,990.124,1.171,0.975,1.466,1.198,1.643,1.424
1718056800,175257,34.767,34.767,77.167,77.167,990.254,990.254,0.991,0.432,1.262,0.727,1.55,0.974
1717977600,175257,27.966,27.966,85.5,85.5,987.127,987.127,0.762,0.403,1.184,0.603,1.881,1.056
1718017200,175257,43.8,43.8,72.166,72.166,987.914,987.914,1.842,2.006,2.383,2.503,3.008,3.002
1718060400,175257,34.933,34.933,77.133,77.133,990.492,990.492,0.925,0.72,1.156,0.95,1.435,1.212
1718028000,175257,36.4,36.4,80.6,80.6,988.47,988.47,1.67,1.21,1.946,1.49,2.348,1.881
1717657200,175257,57.334,57.334,82.767,82.767,982.897,982.897,9.815,8.805,11.271,10.478,12.047,11.325
1717696800,175257,34.133,34.133,92.034,92.034,982.668,982.668,1.834,1.359,2.618,2.008,3.416,2.776
1717668000,175257,58.667,58.667,79.833,79.833,983.274,983.274,13.029,12.559,15.346,15.287,16.706,16.491
1717884000,175257,36.066,36.066,87.966,87.966,987.895,987.895,1.268,0.664,1.731,1.16,2.437,1.917
1717876800,175257,37.966,37.966,87.367,87.367,988.944,988.944,1.764,1.29,2.72,2.088,4.938,3.771
1718074800,175257,48.233,48.233,69.534,69.534,991.654,991.654,5.636,5.9,7.34,7.341,8.465,8.582
1718125200,175257,25.867,25.867,87.467,87.467,993.326,993.326,5.27,4.786,6.674,6.209,7.825,7.232
1718114400,175257,34.466,34.466,79.267,79.267,994.102,994.102,6.208,5.802,8.053,7.851,9.224,9.083
1718146800,175257,25.466,25.466,85.5,85.5,991.865,991.865,2.856,2.22,3.541,2.914,4.126,3.459
1718431200,175257,36.233,36.233,81.733,81.733,994.234,994.234,3.015,2.534,3.466,2.949,4.029,3.429
1718474400,175257,17.967,17.967,95.333,95.333,996.721,996.721,0.083,0.0,0.209,0.0,0.346,0.024
1718449200,175257,40.633,40.633,75.4,75.4,997.593,997.593,2.454,2.393,3.101,2.989,3.635,3.407
1718334000,175257,39.0,39.0,86.767,86.767,991.359,991.359,7.56,7.709,9.168,9.284,10.64,10.631
1718352000,175257,57.6,57.6,79.6,79.6,989.986,989.986,9.067,8.992,10.737,10.782,12.394,12.117
1718388000,175257,38.034,38.034,95.834,95.834,990.996,990.996,9.855,10.126,10.867,10.805,11.557,11.251
1718359200,175257,57.666,57.666,79.666,79.666,991.042,991.042,10.586,10.332,12.06,11.946,12.854,12.887
1718226000,175257,20.767,20.767,95.2,95.2,992.428,992.428,3.046,2.538,3.476,3.064,4.003,3.546
1718193600,175257,44.7,44.7,75.034,75.034,995.489,995.489,9.653,10.17,12.354,12.75,14.659,14.779
1718208000,175257,21.2,21.2,91.2,91.2,994.559,994.559,2.857,2.47,3.631,3.2,4.16,3.628
1718251200,175257,41.334,41.334,78.633,78.633,992.604,992.604,8.579,8.549,11.102,10.882,12.916,12.438
1718272800,175257,52.433,52.433,72.8,72.8,993.152,993.152,9.619,10.026,11.997,12.301,13.896,14.05
1717736400,175257,37.933,37.933,78.833,78.833,985.163,985.163,0.234,0.116,0.653,0.22,1.737,1.002
1717894800,175257,38.3,38.3,85.4,85.4,987.128,987.128,2.593,2.052,3.244,2.667,4.116,3.397
1717909200,175257,45.2,45.2,82.2,82.2,986.571,986.571,3.277,2.905,4.16,3.697,5.225,4.62
1717934400,175257,46.133,46.133,76.767,76.767,989.389,989.389,1.452,1.522,1.734,1.857,1.954,2.111
1718035200,175257,35.7,35.7,79.2,79.2,989.485,989.485,0.578,0.057,0.712,0.131,0.889,0.258
1718445600,175257,40.433,40.433,76.1,76.1,996.755,996.755,2.652,2.557,3.17,3.087,3.61,3.593
1717887600,175257,36.566,36.566,87.133,87.133,987.704,987.704,1.528,0.902,2.077,1.399,2.884,2.019
1717855200,175257,37.433,37.433,81.034,81.034,991.799,991.799,2.947,2.849,3.862,3.678,4.829,4.614
1718096400,175257,52.566,52.566,64.834,64.834,992.94,992.94,5.071,5.036,6.252,6.223,6.944,6.899
1718103600,175257,51.933,51.933,65.533,65.533,994.067,994.067,5.637,5.579,7.202,7.143,8.102,8.102
1718434800,175257,38.334,38.334,80.867,80.867,994.6,994.6,3.38,2.78,3.91,3.295,4.444,3.794
1718211600,175257,21.333,21.333,93.967,93.967,994.111,994.111,3.2,2.961,3.884,3.641,4.395,4.266
1718172000,175257,47.633,47.633,70.9,70.9,993.649,993.649,9.362,9.59,12.137,12.13,13.711,13.704
1718305200,175257,23.767,23.767,99.166,99.166,991.544,991.544,2.518,3.349,2.949,3.732,3.303,4.019
1718294400,175257,24.867,24.867,96.867,96.867,992.871,992.871,3.561,4.008,4.178,4.463,4.683,4.733
1718280000,175257,43.966,43.966,79.166,79.166,993.67,993.67,7.963,7.96,9.873,9.804,11.556,11.078
1718298000,175257,23.867,23.867,98.2,98.2,992.173,992.173,2.955,3.844,3.524,4.273,4.019,4.577
1717768800,175257,25.633,25.633,85.966,85.966,988.175,988.175,0.0,0.0,0.019,0.0,0.197,0.02
1717729200,175257,36.9,36.9,81.233,81.233,984.657,984.657,0.563,0.621,1.052,0.901,2.14,1.756
1717948800,175257,31.1,31.1,87.633,87.633,989.375,989.375,0.118,0.0,0.236,0.001,0.456,0.058
1717891200,175257,37.166,37.166,86.367,86.367,987.389,987.389,1.437,0.911,2.008,1.395,2.718,2.162
1717966800,175257,25.633,25.633,91.767,91.767,986.89,986.89,0.759,0.189,0.952,0.397,1.225,0.682
1717984800,175257,32.066,32.066,80.534,80.534,987.335,987.335,3.806,3.358,5.027,4.376,6.22,5.313
1718038800,175257,35.534,35.534,79.466,79.466,989.914,989.914,0.861,0.197,1.103,0.346,1.329,0.569
1717704000,175257,30.767,30.767,92.934,92.934,982.129,982.129,0.235,0.014,0.443,0.045,0.892,0.45
1718089200,175257,52.834,52.834,66.367,66.367,992.412,992.412,6.849,7.034,8.761,8.691,10.239,10.11
1718427600,175257,34.034,34.034,83.834,83.834,993.908,993.908,2.981,2.498,3.449,2.931,3.943,3.294
1718409600,175257,36.767,36.767,91.434,91.434,990.987,990.987,3.451,3.321,3.845,3.714,4.401,4.171
1718402400,175257,34.3,34.3,97.934,97.934,990.033,990.033,6.117,6.657,6.752,7.229,7.261,7.698
1718197200,175257,37.4,37.4,81.5,81.5,995.522,995.522,6.008,5.839,7.374,7.184,8.667,8.273
1718233200,175257,24.6,24.6,91.733,91.733,992.522,992.522,2.346,1.88,2.841,2.399,3.186,2.777
1718312400,175257,22.567,22.567,100.5,100.5,990.878,990.878,2.181,2.941,2.598,3.231,3.04,3.486
1718290800,175257,26.834,26.834,95.067,95.067,993.613,993.613,4.156,4.032,4.915,4.651,5.429,5.097
1717797600,175257,22.633,22.633,91.533,91.533,987.627,987.627,0.124,0.0,0.499,0.04,1.761,0.965
1717743600,175257,38.2,38.2,77.2,77.2,985.123,985.123,0.175,0.191,0.628,0.587,1.712,1.442
1717725600,175257,35.733,35.733,82.334,82.334,984.166,984.166,0.408,0.462,0.855,0.808,1.981,1.581
1717754400,175257,41.3,41.3,74.0,74.0,986.374,986.374,0.259,0.262,0.758,0.599,1.965,1.386
1717916400,175257,47.767,47.767,81.767,81.767,985.875,985.875,8.277,8.626,11.834,11.428,15.969,14.61
1718042400,175257,34.733,34.733,79.067,79.067,989.891,989.891,0.752,0.225,0.948,0.411,1.228,0.714
1718002800,175257,44.233,44.233,76.334,76.334,986.583,986.583,2.38,2.648,2.978,3.173,3.5,3.649
1717714800,175257,28.133,28.133,90.0,90.0,982.51,982.51,0.014,0.0,0.105,0.0,0.641,0.283
1717711200,175257,28.166,28.166,93.0,93.0,982.077,982.077,0.024,0.0,0.172,0.013,0.682,0.343
1717830000,175257,45.933,45.933,73.367,73.367,989.664,989.664,5.922,6.39,8.105,8.215,10.175,10.221
1717804800,175257,26.767,26.767,86.834,86.834,987.922,987.922,0.322,0.0,0.825,0.071,2.191,0.966
1717851600,175257,47.167,47.167,76.2,76.2,991.93,991.93,8.232,9.117,10.611,11.234,13.077,13.678
1717848000,175257,47.867,47.867,74.166,74.166,991.533,991.533,7.005,7.619,9.191,9.633,11.255,11.613
1718078400,175257,49.733,49.733,68.534,68.534,991.939,991.939,6.674,6.911,8.476,8.405,9.806,9.553
1718128800,175257,24.2,24.2,88.034,88.034,993.039,993.039,5.217,4.798,6.593,6.188,7.495,7.056
1718071200,175257,45.7,45.7,70.934,70.934,991.438,991.438,3.461,3.45,4.424,4.169,5.17,4.838
1718100000,175257,52.967,52.967,64.167,64.167,993.672,993.672,5.338,5.258,6.724,6.521,7.594,7.339
